# Expression Atlas version: 3.5
# Query: Genes matching: default query, specifically up/down differentially expressed in 2 comparisons  given the p-value cutoff 1 and log2-fold change cutoff 0 in experiment E-MTAB-4152
# Timestamp: Sun, 23-Jul-2017 11:46:47
Gene ID	Gene Name	Design Element	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.foldChange	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.pValue	'osteoblasts in direct co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.tStat	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.foldChange	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.pValue	'osteoblasts in indirect co-culture with human umbilical vein endothelial cells' vs 'osteoblasts in monoculture'.tStat
ENSG00000033011	ALG1	7993071				-0.2	0.0662828202770385	-3.19736484416822
ENSG00000033122	LRRC7	7902235				0.1	0.324991508304037	1.50810627843769
ENSG00000033170	FUT8	7975136	-0.3	0.0159314031064694	-4.78097817212869	-0.2	0.028896398834895	-4.36867929609053
ENSG00000033178	UBA6	8100615	0.3	0.0162697355465145	4.75294759778881	0.3	0.0160108929572911	5.41696580625632
ENSG00000033327	GAB2	7950671	-0.8	5.43509845413356E-4	-11.3793719314492	-0.5	0.002135890008649	-11.0903734819956
ENSG00000033627	ATP6V0A1	8007228	-0.5	0.0021134232117601	-8.08085163983365	-0.1	0.394446956078629	-1.29898493937089
ENSG00000033867	SLC4A7	8085914	0.7	0.00346110588232274	7.13828362229232	0.7	0.00909987949910633	6.71582571543608
ENSG00000034152	MAP2K3	8005707				-0.2	0.0323329375315677	-4.16719844825468
ENSG00000034239	EFCAB1	8150691				-0.1	0.395784764944413	-1.29594430563474
ENSG00000034533	ASTE1	8090664	-0.1	0.505856524598995	-0.962960992000251	0.1	0.254493215417085	1.76311169721832
ENSG00000034713	GABARAPL2	7997272	-0.3	0.034420946342803	-3.81846777430018			
ENSG00000034971	MYOC	7922301	-0.3	0.12081893541595	-2.48103991554664	-0.1	0.679191097402919	-0.666122884541446
ENSG00000035141	FAM136A	8052866				-0.2	0.127668795365477	-2.46785082251792
ENSG00000035403	VCL	7928444	0.3	0.0307003424564157	3.95202698061062			
ENSG00000035664	DAPK2	7989596	-0.5	8.18045457095925E-4	-10.2663034257993	0.3	0.0192529530208986	5.04517002771939
ENSG00000035687	ADSS	7925550	-0.1	0.411575488356492	-1.18982925152142			
ENSG00000035720	STAP1	8095343				-0.2	0.209235877911431	-1.96038111321768
ENSG00000035862	TIMP2	8018966	-0.4	0.00217038815270519	-8.02393344427829			
ENSG00000035928	RFC1	8099860	0.2	0.117437379178056	2.50749061916215	0.2	0.137810586266123	2.38755412069259
ENSG00000036054	TBC1D23	8081256	0.2	0.182424519133939	2.04674735683819			
ENSG00000036473	OTC	8166769				-0.1	0.691667338523057	-0.640901163428714
ENSG00000036672	USP2	7952249	-0.5	0.00669897291705364	-6.03745012234723	0.1	0.302672708127993	1.58222632304793
ENSG00000036828	CASR	8082046	0.2	0.0795332641685191	2.91088959737003	0.1	0.494131974062786	1.05647996994663
ENSG00000037042	TUBG2	8007312				-0.2	0.115277795739491	-2.57973381346246
ENSG00000037474	NSUN2	8110894	0.4	0.0360862757798611	3.76267669475809	0.3	0.0559257225713377	3.40265933038884
ENSG00000037637	FBXO42	7912750				-0.2	0.273873218271971	-1.68798824544113
ENSG00000037897	METTL1	7964548	0.1	0.304877597976169	1.50876263090027	-0.2	0.19591821017403	-2.02922777038589
ENSG00000038002	AGA	8103834	-0.1	0.328788892606812	-1.42682600548556			
ENSG00000038295	TLL1	8098214	0.2	0.0539605702562559	3.32329271338499	0.6	0.00897612819532306	6.75546796826119
ENSG00000038382	TRIO	8104506	0.4	0.0126185321734693	5.10034615817127	0.3	0.0189842961381535	5.06643454172411
ENSG00000038427	VCAN	8106743	0.6	0.00308918004998469	7.34620294544039	0.4	0.0112576343030444	6.18666710109002
ENSG00000038945	MSR1	8149448				-0.2	0.0921605202160367	-2.82035679808774
ENSG00000039123	SKIV2L2	8105353	0.1	0.637860118578714	0.689190378009747			
ENSG00000039319	ZFYVE16	8106602				0.4	0.0200824959549436	4.97519628386989
ENSG00000039537	C6	8111864				-0.1	0.665980590721696	-0.693959794048124
ENSG00000039560	RAI14	8104788	0.4	0.011423633752683	5.23198645615595	0.4	0.0123865757478122	5.94274010297263
ENSG00000039600	SOX30	8115516				0.1	0.525405583548362	0.987139373749873
ENSG00000040199	PHLPP2	8002571	-0.3	0.00932948110881737	-5.50435510264472			
ENSG00000040275	SPDL1	8109830	0.4	0.00900191096718022	5.55611949111255	0.5	0.00576334556896519	7.88262867978346
ENSG00000040341	STAU2	8151384	-0.2	0.0321294820878403	-3.89795027538396	-0.2	0.0533180228238481	-3.46021441368318
ENSG00000040487	PQLC2	7898556	-0.2	0.0672162706635477	-3.08585695399143	-0.1	0.667753236467666	-0.690625958689717
ENSG00000040531	CTNS	8003824	-0.3	0.00800625842512231	-5.74609334605021	-0.2	0.130122425160162	-2.44632823692277
ENSG00000040633	PHF23	8012099				0.3	0.0555227772443678	3.41094044901291
ENSG00000041353	RAB27B	8021301	-3.2	7.47586398065415E-6	-47.3174067785374	-0.9	0.00316811210186511	-9.7803524834853
ENSG00000041357	PSMA4	7985202	0.2	0.0618336950954079	3.17860939165829	0.2	0.159954688688933	2.23342653395587
ENSG00000041880	PARP3	8080144	-0.2	0.0351770578000911	-3.7941181044418	-0.2	0.0922867981923074	-2.81874112660972
ENSG00000041988	THAP3	7897329				-0.2	0.128077994780417	-2.46362910349467
ENSG00000042286	AIFM2	7934101	-0.2	0.0816032715959131	-2.88185219108562			
ENSG00000042317	SPATA7	7976084	-0.1	0.303269034024043	-1.515077708138			
ENSG00000042429	MED17	7943176	0.1	0.310512255292512	1.48806636664082	0.2	0.0705275410068562	3.12110570318169
ENSG00000042429	MED17	7943193				0.1	0.614054981552715	0.799482576134793
ENSG00000042445	RETSAT	8053406	-0.3	0.00913966894870639	-5.53805092029482	-0.3	0.0199148962033769	-4.99094907503935
ENSG00000042493	CAPG	8053417	-0.5	0.00689195037952284	-5.99279974031331	-0.2	0.0897603454317294	-2.84630925429997
ENSG00000042980	ADAM28	8145293	-0.1	0.517810592287905	-0.934420940749775			
ENSG00000043143	JADE2	8108080	-0.7	0.00135936966355727	-9.00670899785798	-0.3	0.0112457345413495	-6.1933983461417
ENSG00000043355	ZIC2	7969830	0.1	0.399688384053	1.22220930624847	0.1	0.720126727929497	0.581938023618792
ENSG00000043591	ADRB1	7930627				-0.1	0.601310899063282	-0.825833944085309
ENSG00000044012	GUCA2B	7900531				-0.1	0.668499736143148	-0.688938765871187
ENSG00000044524	EPHA3	8081081				-0.1	0.457179504774733	-1.14409113675673
ENSG00000044574	HSPA5	8164165	0.3	0.0150771210570715	4.8473210088564			
ENSG00000046604	DSG2	8020779				-0.8	0.00288947883000836	-10.1073890138072
ENSG00000046647	GEMIN8	8171373	-0.3	0.00864760043368114	-5.62493617622603	-0.4	0.00692124431563654	-7.4448361185909
ENSG00000046651	OFD1	8166104	-0.1	0.494399859736072	-0.988249555938312	-0.1	0.436118176285449	-1.19586019637689
ENSG00000046653	GPM6B	8171359	-0.8	5.15853802347407E-4	-11.5445967836247	-0.9	0.00208477544844367	-11.1991617739842
ENSG00000047056	WDR37	7925851	-0.3	0.0251713304254283	-4.19660414847846			
ENSG00000047188	YTHDC2	8107375	0.2	0.205694112803837	1.92370445966905			
ENSG00000047249	ATP6V1H	8150797	-0.1	0.463774719441895	-1.06047723068282			
ENSG00000047346	FAM214A	7988970	-0.7	0.00124063559143652	-9.20962141762792	-0.1	0.579569787153332	-0.873294729296876
ENSG00000047457	CP	8091385	-1.2	4.87639197858417E-4	-11.7195555287093	0.5	0.00209634534118075	11.1551664379393
ENSG00000047621	C12orf4	7960411	0.3	0.016687874462094	4.7211059425095			
ENSG00000047634	SCML1	8166278	0.2	0.218853201453901	1.85984675322923			
ENSG00000047644	WWC3	8165947	0.5	0.00164103857781393	8.59600672222038			
ENSG00000047662	FAM184B	8099551				0.1	0.657866882851902	0.712149785231851
ENSG00000047932	GOPC	8129181				0.2	0.0807270512623085	2.96633974053632
ENSG00000047936	ROS1	8129134	-0.2	0.0926807468202243	-2.75057638497815			
ENSG00000048052	HDAC9	8131631	-0.4	0.0175908770013471	-4.64991801226671			
ENSG00000048342	CC2D2A	8094190	-0.4	0.00643351507577112	-6.11074589882274	-0.4	0.0116047307177048	-6.10125768181284
ENSG00000048392	RRM2B	8152133	-0.4	0.016315533095089	-4.74800228498733	-0.3	0.035800922974629	-4.01470908920954
ENSG00000048471	SNX29	7993274	-0.2	0.0251713304254283	-4.19684502411009	-0.3	0.0183248907207162	-5.13818678742441
ENSG00000048471	SNX29	7993281	-0.6	7.32922568851332E-4	-10.5376955538772	-0.3	0.0105305661729925	-6.326520575492
ENSG00000048540	LMO3	7961580	-0.7	0.00234475592106404	-7.87580179830833	-0.5	0.0151439789747566	-5.52425681447288
ENSG00000048544	MRPS10	8126394	0.1	0.477574972788771	1.02824311023793			
ENSG00000048545	GUCA1A	8119515				-0.1	0.412888051758174	-1.25096732576714
ENSG00000048649	RSF1	7950606				0.2	0.122247585134661	2.51496815334032
ENSG00000048740	CELF2	7926127	-0.5	0.00728635954749701	-5.90219709876381			
ENSG00000049130	KITLG	7965322	1.5	7.97853243022538E-5	19.1321208169229	0.3	0.0334371686079905	4.11086901710161
ENSG00000049192	ADAMTS6	8112342	0.4	0.0311760798508751	3.93404509477049	0.6	0.00801312902944949	7.00492178211888
ENSG00000049239	H6PD	7897441	-1.1	1.92128230139462E-4	-14.8382720988148	-0.3	0.00992402017612388	-6.49421091211745
ENSG00000049246	PER3	7897378	-0.2	0.0391043734495094	-3.67766719076359			
ENSG00000049249	TNFRSF9	7912145	-0.2	0.0820666009861451	-2.87642749589804	-0.4	0.0166281891443221	-5.35596031848827
ENSG00000049323	LTBP1	8041383				0.2	0.0246402329540371	4.63253982522936
ENSG00000049759	NEDD4L	8021376	-0.7	2.32850846835129E-4	-14.0673745395531			
ENSG00000049768	FOXP3	8172631				0.1	0.529124112809026	0.978051814636817
ENSG00000050165	DKK3	7946661	0.4	0.00183999132585337	8.36520366903023			
ENSG00000050344	NFE2L3	8131944	-0.3	0.0207186686278888	-4.43551339198618	-0.1	0.378987553789874	-1.33950539922704
ENSG00000050393	MCUR1	8124008	0.2	0.0255803766607522	4.1771568039956			
ENSG00000050405	LIMA1	7963187	-0.4	0.00670303948098693	-6.03609571375689	-0.4	0.00533692516982628	-8.09051741226326
ENSG00000050426	LETMD1	7955450	-0.5	0.00581451806232569	-6.27999922903691	-0.4	0.0113013948431694	-6.17859127616161
ENSG00000050438	SLC4A8	7955469				-0.2	0.0862674995736453	-2.88864492711199
ENSG00000050555	LAMC3	8158739				0.1	0.665607410355976	0.694999545545838
ENSG00000050748	MAPK9	8116402	0.2	0.300051678857049	1.52606956313261			
ENSG00000050767	COL23A1	8116195	0.1	0.595930810234365	0.770022439450582			
ENSG00000051108	HERPUD1	7995895				-0.8	9.7964626472244E-4	-14.3177937448797
ENSG00000051180	RAD51	7982792	0.4	0.0957443840876872	2.71519600629473	0.1	0.739441933449217	0.544116060269889
ENSG00000051341	POLQ	8089875	0.2	0.150824539995072	2.24054484614143			
ENSG00000051382	PIK3CB	8091009	-0.1	0.395448122747062	-1.23292862356346	0.3	0.10257802008916	2.70001444426349
ENSG00000051523	CYBA	8003322				-0.2	0.080115715437844	-2.97457962865176
ENSG00000051620	HEBP2	8122317	-0.2	0.0343728073014922	-3.82060956784227			
ENSG00000052126	PLEKHA5	7954245	-0.2	0.141453803979016	-2.31260830299467			
ENSG00000052795	FNIP2	8098103	0.3	0.0143132218918454	4.91620877910892	0.4	0.00964635136331857	6.5813896663965
ENSG00000053108	FSTL4	8114119	0.2	0.106964558601159	2.59918054999837	0.1	0.420009142765356	1.23420063855268
ENSG00000053254	FOXN3	7980680	-0.4	0.00173562903973375	-8.48463634298381	-0.3	0.0178799056750614	-5.1963721598611
ENSG00000053328	METTL24	8128837	-0.2	0.176003623404878	-2.08489687948711	-0.2	0.124695666834626	-2.49383813616376
ENSG00000053438	NNAT	8062395	-0.8	4.12012555932797E-4	-12.176499576603			
ENSG00000053501	USE1	8026679	-0.2	0.0302150868241562	-3.97085725783696	-0.3	0.0180351823113861	-5.1759526355093
ENSG00000053747	LAMA3	8020551	-0.6	2.43495765492608E-4	-13.9176957277413	0.7	0.00285105109782409	10.1596395069492
ENSG00000053770	AP5M1	7974566	-0.2	0.284321248058544	-1.5854991919949	0.2	0.168318465483252	2.18138272650904
ENSG00000053918	KCNQ1	7937823	0.1	0.321855147198592	1.44915186091067			
ENSG00000054179	ENTPD2	8165416	0.2	0.22139740839911	1.84736976319497			
ENSG00000054267	ARID4B	7925201				0.3	0.0987669725323252	2.74362363725541
ENSG00000054277	OPN3	7925492	-0.2	0.142300400137704	-2.30549760301465			
ENSG00000054282	SDCCAG8	7911017				0.2	0.0619579409592946	3.27785376249385
ENSG00000054356	PTPRN	8059186				-0.1	0.605743162669356	-0.816724306739135
ENSG00000054392	HHAT	7909510	-0.3	0.0209826611314692	-4.41697430826671			
ENSG00000054598	FOXC1	8116591	-0.5	0.0014241794970871	-8.89555455008491	-0.3	0.01694343388466	-5.31724121633307
ENSG00000054654	SYNE2	7974920				0.2	0.228774141305456	1.87392279943597
ENSG00000054793	ATP9A	8067055	-0.5	0.00653710442013691	-6.07941803710691	0.3	0.010328059978957	6.36987672514267
ENSG00000054983	GALC	7980580	-0.2	0.0608970824195461	-3.19251913832625	-0.3	0.0430973068318581	-3.73531327940164
ENSG00000055118	KCNH2	8143825				-0.1	0.713385209466181	-0.596134567595946
ENSG00000055147	FAM114A2	8115375	0.1	0.5823843515709	0.799236208833802	0.2	0.157434933266679	2.24894015714954
ENSG00000055163	CYFIP2	8109528	-0.9	6.71904288641332E-4	-10.8026965726927	-0.2	0.0565802883312907	-3.38732801225851
ENSG00000055609	KMT2C	8143988	0.2	0.123080998297416	2.46049273899745			
ENSG00000055813	CCDC85A	8042079	-0.2	0.0456837348401828	-3.50475010402201	-0.3	0.0414886567570531	-3.78382856811301
ENSG00000056050	HPF1	8103684				0.1	0.695445983143028	0.632192584086603
ENSG00000056277	ZNF280C	8175076	-0.2	0.0712580858817535	-3.02523364161108			
ENSG00000056558	TRAF1	8163825	-0.2	0.161849457097329	-2.16996452916282			
ENSG00000056586	RC3H2	8163972	0.2	0.118741624614342	2.4968825681578	0.2	0.0574475262993647	3.36529276537683
ENSG00000056736	IL17RB	8080562	-0.4	0.0252711355256636	-4.19172018983433	0.3	0.180444446428742	2.11181602664487
ENSG00000056972	TRAF3IP2	8128939	-0.2	0.0473159149143755	-3.46757008331965	-0.2	0.162683120017871	-2.21667073579161
ENSG00000056998	GYG2	8165817	-0.3	0.0529757644568539	-3.3407769102944	-0.2	0.121932058889508	-2.5180233979069
ENSG00000057252	SOAT1	7907702	-0.4	0.0429617125321525	-3.57152524190652	0.3	0.0329148010809034	4.13667206054193
ENSG00000057608	GDI2	7894197	-0.1	0.635586513184942	-0.694003346063576	0.2	0.675886642429516	0.673190186049985
ENSG00000057608	GDI2	7894691				0.2	0.66007514967785	0.70752330208811
ENSG00000057608	GDI2	7894826	0.3	0.0768682772500181	2.948310592177	0.2	0.140730393645526	2.36594180278991
ENSG00000057608	GDI2	7895120				0.4	0.114699525362247	2.58440233894167
ENSG00000057608	GDI2	7895535	-0.1	0.697245487051233	-0.570885867509256			
ENSG00000057608	GDI2	7895691				0.3	0.153571053937217	2.2767614885078
ENSG00000057608	GDI2	7895700	0.3	0.284082670050234	1.58739422692131	0.1	0.714224297618394	0.594496434512928
ENSG00000057608	GDI2	7895865	-0.2	0.601114649431976	-0.760178392655254	-0.1	0.81333161419395	-0.390418256909927
ENSG00000057608	GDI2	7895985	0.3	0.188767287321229	2.0111030414227	0.4	0.0750668219303442	3.0484909424659
ENSG00000057608	GDI2	7896531	-0.2	0.146729879496078	-2.2719458039312	-0.2	0.219801710382792	-1.9129461084859
ENSG00000057657	PRDM1	8121257				-0.2	0.135901644140922	-2.40291867248044
ENSG00000057704	TMCC3	7965510				0.2	0.244479532501452	1.80631099329659
ENSG00000058085	LAMC2	7908072				-0.4	0.0116182712379745	-6.09733599409898
ENSG00000058091	CDK14	8134098	-0.7	0.00102478737310534	-9.72239748117703			
ENSG00000058335	RASGRF1	7990774				-0.1	0.58985932931578	-0.848797753090398
ENSG00000058404	CAMK2B	8139330	-0.2	0.0310361352317807	-3.93978835311056	0.9	0.00223477756566296	10.9072480465662
ENSG00000058668	ATP2B4	7908940	0.4	0.00261130268052702	7.66005831830922	0.2	0.0216898920731744	4.85561621905408
ENSG00000058729	RIOK2	8113286	0.2	0.144717134156547	2.28521109567268			
ENSG00000058799	YIPF1	7916343				-0.3	0.0810949970257855	-2.95990196499801
ENSG00000058866	DGKG	8092596	0.5	0.00379138765461058	6.98196888573427	-0.2	0.0569611676240283	-3.37898454723587
ENSG00000059145	UNKL	7998457	-0.3	0.040397384965173	-3.6398875372887			
ENSG00000059377	TBXAS1	8136557	-0.4	0.0086664023112455	-5.62155619799907			
ENSG00000059378	PARP12	8143327	-0.2	0.161848398424475	-2.17019106404771	-0.2	0.147872920008428	-2.31640367193867
ENSG00000059573	ALDH18A1	7935230	0.3	0.041535835763375	3.61074851157156			
ENSG00000059691	GATB	8103188				-0.3	0.0430351627342195	-3.73718309363477
ENSG00000059804	SLC2A3	7960865				-0.2	0.140098532028885	-2.37066325241329
ENSG00000060138	YBX3	7961230				-0.2	0.0173553822391178	-5.26580271391407
ENSG00000060642	PIGV	7899244	-0.3	0.0386077389043094	-3.69236132361993	-0.2	0.0600250415599397	-3.31317023899088
ENSG00000060656	PTPRU	7899562	-0.6	9.92886892855007E-4	-9.80495490590061	-0.3	0.0146506519961334	-5.61295090916059
ENSG00000060688	SNRNP40	7914334				-0.1	0.361944476634099	-1.38942763181235
ENSG00000060709	RIMBP2	7967660	0.2	0.30755947922666	1.49811193517584	0.1	0.664089622658502	0.698553113248894
ENSG00000060749	QSER1	7939158				0.3	0.0179741125575942	5.18380808405774
ENSG00000060762	MPC1	8130732	0.2	0.0456837348401828	3.50500001491436			
ENSG00000060971	ACAA1	8086201	-0.1	0.381910542279313	-1.26795565316055			
ENSG00000060982	BCAT1	7961829	0.4	0.0273413100236549	4.09152741156041	0.2	0.0695719790702066	3.13743120270608
ENSG00000061337	LZTS1	8149612	0.3	0.0414159069328014	3.61463555708363	0.1	0.317088670329719	1.53426259985279
ENSG00000061455	PRDM6	8107646				-0.2	0.180790637436895	-2.11005125647451
ENSG00000061492	WNT8A	8108287				-0.1	0.691224646936455	-0.641688939181817
ENSG00000061676	NCKAP1	8057517	0.3	0.0333141021518896	3.85723266981117	0.3	0.0178421707879571	5.20083721571088
ENSG00000061794	MRPS35	7954591	0.2	0.170265776549976	2.11653456284165			
ENSG00000061918	GUCY1B3	8097973	0.7	2.73000509132657E-4	13.5263852319485	-0.2	0.0283163238790474	-4.40382466742014
ENSG00000061987	MON2	7956697				0.3	0.0305746066168941	4.27122956146246
ENSG00000062282	DGAT2	7942613	-0.4	0.00881189062159606	-5.58793409753697			
ENSG00000062370	ZNF112	8037453				0.2	0.190258679266546	2.05728345776778
ENSG00000062716	VMP1	8008870	-0.1	0.351293447532786	-1.3590657631105			
ENSG00000062725	APPBP2	8017235				0.2	0.185415977222848	2.08509178811386
ENSG00000063127	SLC6A16	8038326	-0.2	0.0756506896819856	-2.96370186808365	-0.3	0.0465484106440819	-3.6362866961465
ENSG00000063176	SPHK2	8030078				-0.2	0.037740231251717	-3.92048035795031
ENSG00000063177	RPL18	7892519	0.4	0.0638082325076779	3.14428859118388	0.3	0.272128652365667	1.69426569840065
ENSG00000063180	CA11	8038126	-0.2	0.102626958224194	-2.64348827389358			
ENSG00000063241	ISOC2	8039511	-0.1	0.646564958704686	-0.671361880991036	-0.2	0.218151109776324	-1.91971188999739
ENSG00000063245	EPN1	8031550				-0.3	0.0304175068125863	-4.2811572349822
ENSG00000063322	MED29	8028645	-0.3	0.0241467757150091	-4.2452845965683			
ENSG00000063438	AHRR	8104180				0.2	0.039601275312956	3.85288484316232
ENSG00000063515	GSC2	8074384				-0.1	0.677353868615395	-0.670144517483297
ENSG00000063587	ZNF275	8170635	0.3	0.0298885987406812	3.98392425597931			
ENSG00000063660	GPC1	8049670	0.4	0.00417626730436167	6.82865135391933	-0.2	0.0287509393945161	-4.3769225660561
ENSG00000063761	ADCK1	7976000	-0.3	0.0583154909879285	-3.24160389771433	-0.6	0.00847813478638623	-6.88253658502749
ENSG00000063854	HAGH	7998604	-0.2	0.0183666704231042	-4.59323995837792			
ENSG00000064042	LIMCH1	8094789	-0.4	0.0143172097833435	-4.91538841303711			
ENSG00000064102	INTS13	7961964	0.4	0.0159225955836875	4.78188766903317			
ENSG00000064115	TM7SF3	7961983	-0.4	0.0183666704231042	-4.59323914866652			
ENSG00000064195	DLX3	8016609	-0.8	0.00119578626150892	-9.33093609014812	0.4	0.0262049793745535	4.5350840676905
ENSG00000064199	SPA17	7944869	-0.3	0.0089912772227251	-5.55900032162087			
ENSG00000064205	WISP2	8062864	-0.6	0.00107114276101705	-9.61703351758051	-0.3	0.0353374566097568	-4.03138461783521
ENSG00000064225	ST3GAL6	8081219	-0.3	0.0333795501937843	-3.85411229294797			
ENSG00000064309	CDON	7952526	-0.7	4.36121597437375E-4	-12.0250504340025			
ENSG00000064393	HIPK2	8143307				0.3	0.0121978881829462	5.9862357523767
ENSG00000064545	TMEM161A	8035600				-0.5	0.0252002214986921	-4.59838856200538
ENSG00000064547	LPAR2	8035703	-0.1	0.611754947734212	-0.738828551156957	-0.2	0.178867022302338	-2.11924464207118
ENSG00000064651	SLC12A2	8107769	0.4	0.0210815522134652	4.41145184646259	0.1	0.383581181269287	1.32680958746615
ENSG00000064652	SNX24	8107632	-0.1	0.582068213327713	-0.800353289541971			
ENSG00000064655	EYA2	8063187	-0.6	3.99303388401028E-4	-12.2948093943162	-0.2	0.0156225254042037	-5.47335226865805
ENSG00000064666	CNN2	8024111				-0.4	0.00376013092359023	-9.22884468546205
ENSG00000064763	FAR2	7954631	-0.5	0.00855710799290664	-5.64387550849138			
ENSG00000064886	CHI3L2	7903920	-1.2	1.52659702426216E-4	-15.8892731221696	-0.3	0.0264385237580066	-4.51142154906941
ENSG00000064932	SBNO2	8032157	-0.4	0.0044548736089795	-6.71400925648			
ENSG00000064989	CALCRL	8057578	0.3	0.00593550959366805	6.24231675227349	-0.3	0.0808913044550407	-2.96418398384457
ENSG00000064995	TAF11	8125859	0.2	0.180295607549339	2.06018131391749			
ENSG00000065029	ZNF76	8118915	-0.2	0.0790784795900322	-2.91831044572512			
ENSG00000065054	SLC9A3R2	7992463	0.5	8.19178576240486E-4	10.2578361584246	-0.3	0.0171468575171951	-5.29661654472311
ENSG00000065057	NTHL1	7998692				-0.4	0.00474185981549884	-8.4839440433113
ENSG00000065135	GNAI3	7903703	0.2	0.102426671152845	2.64573702649422			
ENSG00000065150	IPO5	7969703	0.3	0.0190516145273599	4.54849778588638			
ENSG00000065154	OAT	7936871	0.3	0.0483865220093257	3.44320755170744	0.2	0.0498830539954695	3.53997410803795
ENSG00000065183	WDR3	7904364	0.2	0.254764660678038	1.6986625186806	0.1	0.354541594638162	1.41308980624993
ENSG00000065268	WDR18	8024089				-0.2	0.0630045943611258	-3.25655289534018
ENSG00000065320	NTN1	8004880	0.2	0.10723244739297	2.59675464145781	0.3	0.0221799015748745	4.82429684219128
ENSG00000065328	MCM10	7926259	0.2	0.0724717671565072	3.00745759888083			
